Security,Holder,Weight
AMAT UW Equity,Egerton Capital UK LLP,0.0391
AMAT UW Equity,Coatue Management LLC,0.0153
AMAT UW Equity,Naya Capital Management UK Ltd,0.2096
AMAT UW Equity,Abrams Bison Investments LLC,0.1336
AMAT UW Equity,AQR Capital Management LLC,0.0025
AMAT UW Equity,Adage Capital Management LP,0.0000
AMAT UW Equity,Renaissance Technologies LLC,0.0016
AMAT UW Equity,XN LP,0.0842
AMAT UW Equity,Woodline Partners LP,0.0098
AMAT UW Equity,Capital Fund Management SA,0.0109
AMAT UW Equity,Millennium Management LLC/NY,0.0007
AMAT UW Equity,Tocqueville Asset Management LP,0.0101
AMAT UW Equity,Citadel Advisors LLC,0.0006
AMAT UW Equity,Corient Private Wealth LLC,0.0011
AMAT UW Equity,DE Shaw & Co LP,0.0000
AMAT UW Equity,Engine No 1 LLC,0.1333
AMAT UW Equity,Osterweis Capital Management Inc,0.0168
AMAT UW Equity,LMCG Investments LLC,0.0149
AMCR UN Equity,Corient Private Wealth LLC,0.0006
AMCR UN Equity,Balyasny Asset Management LP,0.0006
AMCR UN Equity,Millennium Management LLC/NY,0.0002
AMCR UN Equity,MARSHALL WACE,0.0000
AMCR UN Equity,Adage Capital Management LP,0.0000
AMCR UN Equity,Squarepoint Ops LLC,0.0005
AMCR UN Equity,Investors Mutual Ltd,0.0000
AMCR UN Equity,Renaissance Technologies LLC,0.0001
AMCR UN Equity,TwinBeech Capital LP,0.0012
AMCR UN Equity,Tocqueville Asset Management LP,0.0010
AMCR UN Equity,Citadel Advisors LLC,0.0001
AMCR UN Equity,NEIRG Wealth Management LLC,0.0049
AMCR UN Equity,Ergoteles LLC,0.0011
AMCR UN Equity,Lighthouse Investment Partners LLC,0.0015
AMCR UN Equity,Edgestream Partners LP,0.0018
AMCR UN Equity,AQR Capital Management LLC,0.0000
AMCR UN Equity,Magnetar Financial LLC,0.0004
AMCR UN Equity,Clearstead Advisors LLC,0.0010
AMCR UN Equity,Occudo Quantitative Strategies LP,0.0012
AMCR UN Equity,Tudor Investment Corp,0.0002
AMD UW Equity,Coatue Management LLC,0.0780
AMD UW Equity,MARSHALL WACE,0.0000
AMD UW Equity,Winslow Capital Management LLC,0.0153
AMD UW Equity,Sylebra Capital Ltd,0.1182
AMD UW Equity,Appaloosa LP,0.0489
AMD UW Equity,Citadel Advisors LLC,0.0025
AMD UW Equity,Adage Capital Management LP,0.0000
AMD UW Equity,DE Shaw & Co LP,0.0000
AMD UW Equity,Aspex Management HK Ltd,0.0446
AMD UW Equity,Jericho Capital Asset Management L,0.0561
AMD UW Equity,Third Point LLC,0.0200
AMD UW Equity,Atreides Management LP,0.0414
AMD UW Equity,Whale Rock Capital Management LLC,0.0230
AMD UW Equity,Millennium Management LLC/NY,0.0013
AMD UW Equity,Tairen Capital Ltd,0.0380
AMD UW Equity,FengHe Fund Management Pte Ltd,0.1904
AMD UW Equity,Slate Path Capital LP,0.0323
AMD UW Equity,SoMa Equity Partners LP,0.0380
AMD UW Equity,Twin Tree Management LP,0.0138
AMD UW Equity,Rokos Capital Management LLP,0.0131
AME UN Equity,Millennium Management LLC/NY,0.0016
AME UN Equity,Two Sigma Investments LP,0.0000
AME UN Equity,Balyasny Asset Management LP,0.0042
AME UN Equity,Adage Capital Management LP,0.0000
AME UN Equity,Scopus Asset Management LP,0.0157
AME UN Equity,Osterweis Capital Management Inc,0.0220
AME UN Equity,Select Equity Group LP,0.0011
AME UN Equity,Palisade Capital Management LLC,0.0068
AME UN Equity,Renaissance Technologies LLC,0.0003
AME UN Equity,AQR Capital Management LLC,0.0004
AME UN Equity,Corient Private Wealth LLC,0.0004
AME UN Equity,Arrowstreet Capital LP,0.0002
AME UN Equity,Citadel Advisors LLC,0.0002
AME UN Equity,ExodusPoint Capital Management LP,0.0015
AME UN Equity,Schonfeld Strategic Advisors LLC,0.0010
AME UN Equity,Polar Asset Management Partners In,0.0025
AME UN Equity,Distillate Capital Partners LLC,0.0000
AME UN Equity,Weiss Multi-Strategy Advisers LLC,0.0017
AME UN Equity,Soros Fund Management LLC,0.0017
AME UN Equity,DE Shaw & Co LP,0.0000
AMGN UW Equity,Two Sigma Investments LP,0.0000
AMGN UW Equity,DE Shaw & Co LP,0.0000
AMGN UW Equity,AQR Capital Management LLC,0.0033
AMGN UW Equity,Millennium Management LLC/NY,0.0015
AMGN UW Equity,Corient Private Wealth LLC,0.0029
AMGN UW Equity,Squarepoint Ops LLC,0.0058
AMGN UW Equity,Arrowstreet Capital LP,0.0012
AMGN UW Equity,Citadel Advisors LLC,0.0009
AMGN UW Equity,Adage Capital Management LP,0.0000
AMGN UW Equity,Woodline Partners LP,0.0086
AMGN UW Equity,Renaissance Technologies LLC,0.0008
AMGN UW Equity,Balyasny Asset Management LP,0.0016
AMGN UW Equity,Aaron Wealth Advisors LLC,0.0709
AMGN UW Equity,MARSHALL WACE,0.0000
AMGN UW Equity,Hudson Bay Capital Management LP,0.0041
AMGN UW Equity,Bridgewater Associates LP,0.0023
AMGN UW Equity,Boone Capital Management LLC,0.0660
AMGN UW Equity,Williams Jones Wealth Management L,0.0019
AMGN UW Equity,Azimut Holding SpA,0.0000
AMGN UW Equity,NewEdge Wealth LLC,0.0034
AMP UN Equity,Viking Global Investors LP,0.0152
AMP UN Equity,Millennium Management LLC/NY,0.0017
AMP UN Equity,Balyasny Asset Management LP,0.0019
AMP UN Equity,MARSHALL WACE,0.0000
AMP UN Equity,Schonfeld Strategic Advisors LLC,0.0035
AMP UN Equity,LMR Partners LLP,0.0089
AMP UN Equity,Adage Capital Management LP,0.0000
AMP UN Equity,Point72 Asset Management LP,0.0000
AMP UN Equity,Basswood Capital Management LLC,0.0177
AMP UN Equity,TwinBeech Capital LP,0.0045
AMP UN Equity,AQR Capital Management LLC,0.0004
AMP UN Equity,Alley Investment Management Co LLC,0.0302
AMP UN Equity,Alyeska Investment Group LP,0.0014
AMP UN Equity,Weiss Multi-Strategy Advisers LLC,0.0037
AMP UN Equity,DE Shaw & Co LP,0.0000
AMP UN Equity,Distillate Capital Partners LLC,0.0000
AMP UN Equity,Cohen Klingenstein LLC,0.0058
AMP UN Equity,Cinctive Capital Management LP,0.0040
AMP UN Equity,Hudson Bay Capital Management LP,0.0011
AMP UN Equity,Corient Private Wealth LLC,0.0002
AMT UN Equity,Akre Capital Management LLC,0.1079
AMT UN Equity,Cantillon Capital Management LLC,0.0252
AMT UN Equity,DE Shaw & Co LP,0.0000
AMT UN Equity,Point72 Asset Management LP,0.0000
AMT UN Equity,Heard Capital LLC,0.1116
AMT UN Equity,Renaissance Technologies LLC,0.0019
AMT UN Equity,Alkeon Capital Management LLC,0.0073
AMT UN Equity,Adage Capital Management LP,0.0000
AMT UN Equity,Citadel Advisors LLC,0.0010
AMT UN Equity,Two Sigma Investments LP,0.0000
AMT UN Equity,Douglas Lane & Associates LLC,0.0098
AMT UN Equity,Corient Private Wealth LLC,0.0014
AMT UN Equity,Locust Wood Capital Advisers LLC,0.0295
AMT UN Equity,Schonfeld Strategic Advisors LLC,0.0043
AMT UN Equity,Millennium Management LLC/NY,0.0005
AMT UN Equity,Waterfront Capital Partners LLC,0.0294
AMT UN Equity,AEW Capital Management LP,0.0134
AMT UN Equity,Aureus Asset Management LLC,0.0239
AMT UN Equity,AQR Capital Management LLC,0.0006
AMT UN Equity,ExodusPoint Capital Management LP,0.0027
AMZN UW Equity,Skye Global Management LP,0.4978
AMZN UW Equity,MARSHALL WACE,0.0000
AMZN UW Equity,Coatue Management LLC,0.0795
AMZN UW Equity,Adage Capital Management LP,0.0000
AMZN UW Equity,Winslow Capital Management LLC,0.0532
AMZN UW Equity,Millennium Management LLC/NY,0.0105
AMZN UW Equity,Matrix Capital Management Co LP,0.1111
AMZN UW Equity,Corient Private Wealth LLC,0.0187
AMZN UW Equity,Alkeon Capital Management LLC,0.0429
AMZN UW Equity,Altarock Partners LLC,0.1598
AMZN UW Equity,Citadel Advisors LLC,0.0075
AMZN UW Equity,Lone Pine Capital LLC,0.0585
AMZN UW Equity,Holocene Advisors LP,0.0276
AMZN UW Equity,WindAcre Partnership LLC/The,0.1184
AMZN UW Equity,Viking Global Investors LP,0.0235
AMZN UW Equity,Third Point LLC,0.0783
AMZN UW Equity,Balyasny Asset Management LP,0.0137
AMZN UW Equity,AQR Capital Management LLC,0.0102
AMZN UW Equity,Tiger Global Management LLC,0.0403
AMZN UW Equity,DE Shaw & Co LP,0.0000
ANET UN Equity,Viking Global Investors LP,0.0135
ANET UN Equity,Millennium Management LLC/NY,0.0014
ANET UN Equity,Whale Rock Capital Management LLC,0.0197
ANET UN Equity,Point72 Asset Management LP,0.0000
ANET UN Equity,Capital Counsel LLC,0.0491
ANET UN Equity,Kovitz Investment Group Partners L,0.0101
ANET UN Equity,Renaissance Technologies LLC,0.0007
ANET UN Equity,Frontier Capital Management Co LLC,0.0046
ANET UN Equity,Appaloosa LP,0.0075
ANET UN Equity,Citadel Advisors LLC,0.0005
ANET UN Equity,Driehaus Capital Management LLC,0.0044
ANET UN Equity,Woodline Partners LP,0.0040
ANET UN Equity,Adage Capital Management LP,0.0000
ANET UN Equity,Discovery Capital Management LLC/C,0.0365
ANET UN Equity,Twin Tree Management LP,0.0057
ANET UN Equity,Tree Line Advisors Hong Kong Ltd,0.1797
ANET UN Equity,Cubist Systematic Strategies LLC,0.0026
ANET UN Equity,Corient Private Wealth LLC,0.0004
ANET UN Equity,Capital Fund Management SA,0.0024
ANET UN Equity,TwinBeech Capital LP,0.0028
ANSS UW Equity,Select Equity Group LP,0.0099
ANSS UW Equity,Echo Street Capital Management LLC,0.0137
ANSS UW Equity,Balyasny Asset Management LP,0.0044
ANSS UW Equity,Holocene Advisors LP,0.0020
ANSS UW Equity,Bain Capital Public Equity Managem,0.0256
ANSS UW Equity,Millennium Management LLC/NY,0.0003
ANSS UW Equity,Adage Capital Management LP,0.0000
ANSS UW Equity,Allegheny Financial Group Ltd,0.0896
ANSS UW Equity,Brasada Capital Management LP,0.0321
ANSS UW Equity,DE Shaw & Co LP,0.0000
ANSS UW Equity,Twin Tree Management LP,0.0029
ANSS UW Equity,AQR Capital Management LLC,0.0002
ANSS UW Equity,Clear Sky Advisers LLC,0.0264
ANSS UW Equity,Squarepoint Ops LLC,0.0004
ANSS UW Equity,Lyxor Asset Management SASU,0.0000
ANSS UW Equity,Stone Run Capital LLC,0.0260
ANSS UW Equity,Gotham Asset Management LLC,0.0012
ANSS UW Equity,Corient Private Wealth LLC,0.0001
ANSS UW Equity,NewEdge Wealth LLC,0.0012
ANSS UW Equity,Tsai Capital Corp,0.0207
AON UN Equity,Cantillon Capital Management LLC,0.0302
AON UN Equity,Farallon Capital Management LLC,0.0200
AON UN Equity,Frontier Capital Management Co LLC,0.0114
AON UN Equity,Chilton Investment Co LLC,0.0279
AON UN Equity,Kovitz Investment Group Partners L,0.0100
AON UN Equity,Permian Investment Partners LP,0.0843
AON UN Equity,Bowie Capital Management LLC,0.0688
AON UN Equity,AQR Capital Management LLC,0.0009
AON UN Equity,GFI Investment Counsel Ltd,0.0649
AON UN Equity,Williams Jones Wealth Management L,0.0058
AON UN Equity,LFL Advisers LLC,0.1212
AON UN Equity,Kerrisdale Advisers LLC,0.0544
AON UN Equity,Corsair Capital Management LP,0.0560
AON UN Equity,Corient Private Wealth LLC,0.0003
AON UN Equity,Oribel Capital Management LP,0.0117
AON UN Equity,Arrowstreet Capital LP,0.0001
AON UN Equity,Contravisory Investment Management,0.0199
AON UN Equity,DE Shaw & Co LP,0.0000
AON UN Equity,IEQ Capital LLC,0.0010
AON UN Equity,Jasper Ridge Partners LP,0.0023
AOS UN Equity,Millennium Management LLC/NY,0.0010
AOS UN Equity,Two Sigma Investments LP,0.0000
AOS UN Equity,DE Shaw & Co LP,0.0000
AOS UN Equity,Balyasny Asset Management LP,0.0010
AOS UN Equity,Cubist Systematic Strategies LLC,0.0033
AOS UN Equity,Driehaus Capital Management LLC,0.0023
AOS UN Equity,Holocene Advisors LP,0.0008
AOS UN Equity,Renaissance Technologies LLC,0.0002
AOS UN Equity,Citadel Advisors LLC,0.0001
AOS UN Equity,Alyeska Investment Group LP,0.0008
AOS UN Equity,Distillate Capital Partners LLC,0.0000
AOS UN Equity,Adage Capital Management LP,0.0000
AOS UN Equity,Northstar Asset Management Inc/MA,0.0248
AOS UN Equity,ExodusPoint Capital Management LP,0.0009
AOS UN Equity,Squarepoint Ops LLC,0.0004
AOS UN Equity,Gotham Asset Management LLC,0.0010
AOS UN Equity,Graham Capital Management LP,0.0018
AOS UN Equity,MARSHALL WACE,0.0000
AOS UN Equity,Teza Capital Management LLC,0.0036
AOS UN Equity,Schonfeld Strategic Advisors LLC,0.0003
APA UW Equity,Millennium Management LLC/NY,0.0007
APA UW Equity,Balyasny Asset Management LP,0.0015
APA UW Equity,Citadel Advisors LLC,0.0004
APA UW Equity,Douglas Lane & Associates LLC,0.0061
APA UW Equity,Woodline Partners LP,0.0032
APA UW Equity,Twin Tree Management LP,0.0039
APA UW Equity,Two Sigma Investments LP,0.0000
APA UW Equity,Sagefield Capital LP,0.0356
APA UW Equity,Squarepoint Ops LLC,0.0008
APA UW Equity,AQR Capital Management LLC,0.0003
APA UW Equity,MARSHALL WACE,0.0000
APA UW Equity,ArrowMark Colorado Holdings LLC,0.0010
APA UW Equity,Redwood Investment Management LLC,0.0083
APA UW Equity,Tocqueville Asset Management LP,0.0014
APA UW Equity,Bridgewater Associates LP,0.0004
APA UW Equity,Gotham Asset Management LLC,0.0012
APA UW Equity,Impala Asset Management LLC,0.0327
APA UW Equity,Elm Ridge Management LLC,0.0433
APA UW Equity,Kovitz Investment Group Partners L,0.0004
APA UW Equity,DE Shaw & Co LP,0.0000
APD UN Equity,Corient Private Wealth LLC,0.0028
APD UN Equity,Balyasny Asset Management LP,0.0023
APD UN Equity,Millennium Management LLC/NY,0.0008
APD UN Equity,Adage Capital Management LP,0.0000
APD UN Equity,Clean Energy Transition LLP,0.0747
APD UN Equity,ExodusPoint Capital Management LP,0.0051
APD UN Equity,Citadel Advisors LLC,0.0005
APD UN Equity,Osterweis Capital Management Inc,0.0280
APD UN Equity,D1 Capital Partners LP,0.0076
APD UN Equity,Two Sigma Investments LP,0.0000
APD UN Equity,MARSHALL WACE,0.0000
APD UN Equity,AQR Capital Management LLC,0.0007
APD UN Equity,Tremblant Capital LP,0.0306
APD UN Equity,Washington Trust Advisors Inc,0.0192
APD UN Equity,Bridgewater Associates LP,0.0013
APD UN Equity,SIR Capital Management LP,0.0217
APD UN Equity,Point72 Asset Management LP,0.0000
APD UN Equity,Verition Fund Management LLC,0.0023
APD UN Equity,Harvey Partners LLC,0.0171
APD UN Equity,Tocqueville Asset Management LP,0.0024
APH UN Equity,Select Equity Group LP,0.0138
APH UN Equity,Millennium Management LLC/NY,0.0028
APH UN Equity,Woodline Partners LP,0.0159
APH UN Equity,Balyasny Asset Management LP,0.0022
APH UN Equity,Arrowstreet Capital LP,0.0006
APH UN Equity,Adage Capital Management LP,0.0000
APH UN Equity,Frontier Capital Management Co LLC,0.0035
APH UN Equity,Palisade Capital Management LLC,0.0094
APH UN Equity,AQR Capital Management LLC,0.0007
APH UN Equity,NZS Capital LLC,0.0140
APH UN Equity,DE Shaw & Co LP,0.0000
APH UN Equity,Williams Jones Wealth Management L,0.0023
APH UN Equity,Azimuth Capital Investment Managem,0.0044
APH UN Equity,Force Hill Capital Management LP,0.0195
APH UN Equity,Brant Point Investment Management,0.0199
APH UN Equity,TwinBeech Capital LP,0.0014
APH UN Equity,Guinness Atkinson Asset Management,0.0360
APH UN Equity,Gotham Asset Management LLC,0.0013
APH UN Equity,Schonfeld Strategic Advisors LLC,0.0005
APH UN Equity,Alpine Peaks Capital LP,0.0391
APTV UN Equity,Citadel Advisors LLC,0.0029
APTV UN Equity,Balyasny Asset Management LP,0.0050
APTV UN Equity,Millennium Management LLC/NY,0.0013
APTV UN Equity,Alyeska Investment Group LP,0.0068
APTV UN Equity,Glenview Capital Management LLC,0.0227
APTV UN Equity,Renaissance Technologies LLC,0.0012
APTV UN Equity,Adage Capital Management LP,0.0000
APTV UN Equity,MARSHALL WACE,0.0000
APTV UN Equity,Schonfeld Strategic Advisors LLC,0.0053
APTV UN Equity,Merewether Investment Management L,0.0338
APTV UN Equity,Senator Investment Group LP,0.0233
APTV UN Equity,Point72 Asset Management LP,0.0000
APTV UN Equity,Soros Fund Management LLC,0.0073
APTV UN Equity,Douglas Lane & Associates LLC,0.0052
APTV UN Equity,Corient Private Wealth LLC,0.0005
APTV UN Equity,Bridgewater Associates LP,0.0010
APTV UN Equity,Tudor Investment Corp,0.0024
APTV UN Equity,DE Shaw & Co LP,0.0000
APTV UN Equity,Twin Tree Management LP,0.0028
APTV UN Equity,Washington Trust Advisors Inc,0.0118
ARE UN Equity,Alyeska Investment Group LP,0.0026
ARE UN Equity,Renaissance Technologies LLC,0.0005
ARE UN Equity,Millennium Management LLC/NY,0.0002
ARE UN Equity,Adage Capital Management LP,0.0000
ARE UN Equity,Citadel Advisors LLC,0.0002
ARE UN Equity,Corient Private Wealth LLC,0.0004
ARE UN Equity,Squarepoint Ops LLC,0.0006
ARE UN Equity,Socorro Asset Management LP,0.0351
ARE UN Equity,ExodusPoint Capital Management LP,0.0008
ARE UN Equity,Cubist Systematic Strategies LLC,0.0007
ARE UN Equity,Kovitz Investment Group Partners L,0.0007
ARE UN Equity,Tudor Investment Corp,0.0008
ARE UN Equity,TwinBeech Capital LP,0.0009
ARE UN Equity,Twin Tree Management LP,0.0009
ARE UN Equity,Cinctive Capital Management LP,0.0016
ARE UN Equity,AEW Capital Management LP,0.0015
ARE UN Equity,Peak6 Group LLC,0.0031
ARE UN Equity,Bayesian Capital Management LP,0.0032
ARE UN Equity,Holocene Advisors LP,0.0001
ARE UN Equity,Domini Impact Investments LLC,0.0000
ATO UN Equity,Adage Capital Management LP,0.0000
ATO UN Equity,AQR Capital Management LLC,0.0005
ATO UN Equity,Squarepoint Ops LLC,0.0013
ATO UN Equity,Balyasny Asset Management LP,0.0004
ATO UN Equity,Verition Fund Management LLC,0.0021
ATO UN Equity,Millennium Management LLC/NY,0.0001
ATO UN Equity,Citadel Advisors LLC,0.0001
ATO UN Equity,Two Sigma Investments LP,0.0000
ATO UN Equity,Corient Private Wealth LLC,0.0001
ATO UN Equity,Azimut Holding SpA,0.0000
ATO UN Equity,Element Capital Management LLC,0.0014
ATO UN Equity,DE Shaw & Co LP,0.0000
ATO UN Equity,Oak Thistle LLC,0.0089
ATO UN Equity,Bayesian Capital Management LP,0.0015
ATO UN Equity,Graham Capital Management LP,0.0003
ATO UN Equity,Cipher Capital LP,0.0010
ATO UN Equity,Bridgewater Associates LP,0.0000
ATO UN Equity,Seven Eight Capital LP,0.0009
ATO UN Equity,Contravisory Investment Management,0.0012
ATO UN Equity,CTC ALTERNATIVE STRATEGIES FUND,0.0000
ATVI UW Equity,Pentwater Capital Management LP,0.2225
ATVI UW Equity,MARSHALL WACE,0.0000
ATVI UW Equity,Millennium Management LLC/NY,0.0048
ATVI UW Equity,Jericho Capital Asset Management L,0.1467
ATVI UW Equity,Citadel Advisors LLC,0.0040
ATVI UW Equity,DE Shaw & Co LP,0.0000
ATVI UW Equity,Balyasny Asset Management LP,0.0082
ATVI UW Equity,Steadfast Capital Management LP,0.0739
ATVI UW Equity,Arrowstreet Capital LP,0.0028
ATVI UW Equity,Dorsal Capital Management LP,0.0902
ATVI UW Equity,Alyeska Investment Group LP,0.0142
ATVI UW Equity,Westchester Capital Management LLC,0.0540
ATVI UW Equity,Segantii Capital Management Ltd,0.0971
ATVI UW Equity,Adage Capital Management LP,0.0000
ATVI UW Equity,TIG Advisors LLC,0.0907
ATVI UW Equity,Woodline Partners LP,0.0169
ATVI UW Equity,Third Point LLC,0.0202
ATVI UW Equity,Parsifal Capital Management LP,0.0999
ATVI UW Equity,Contour Asset Management LLC,0.0564
ATVI UW Equity,Laurion Capital Management LP,0.0463
AVB UN Equity,Echo Street Capital Management LLC,0.0252
AVB UN Equity,D1 Capital Partners LP,0.0292
AVB UN Equity,AEW Capital Management LP,0.0571
AVB UN Equity,Renaissance Technologies LLC,0.0005
AVB UN Equity,ExodusPoint Capital Management LP,0.0033
AVB UN Equity,GEM Realty Capital Inc,0.0290
AVB UN Equity,AQR Capital Management LLC,0.0002
AVB UN Equity,Corient Private Wealth LLC,0.0002
AVB UN Equity,Masterton Capital Management LP,0.1015
AVB UN Equity,Capital Fund Management SA,0.0009
AVB UN Equity,Lighthouse Investment Partners LLC,0.0043
AVB UN Equity,Balyasny Asset Management LP,0.0001
AVB UN Equity,Schonfeld Strategic Advisors LLC,0.0004
AVB UN Equity,Rye Brook Capital LLC,0.0216
AVB UN Equity,Boothbay Fund Management LLC,0.0010
AVB UN Equity,Jones Road Capital Management LP,0.0237
AVB UN Equity,Citadel Advisors LLC,0.0000
AVB UN Equity,Bridgewater Associates LP,0.0001
AVB UN Equity,Two Sigma Investments LP,0.0000
AVB UN Equity,Gotham Asset Management LLC,0.0003
AVGO UW Equity,Cantillon Capital Management LLC,0.0632
AVGO UW Equity,AQR Capital Management LLC,0.0065
AVGO UW Equity,Corient Private Wealth LLC,0.0067
AVGO UW Equity,Tairen Capital Ltd,0.0699
AVGO UW Equity,Adage Capital Management LP,0.0000
AVGO UW Equity,Winslow Capital Management LLC,0.0096
