Security,Holder,Weight
DVN UN Equity,SIR Capital Management LP,0.0120
DVN UN Equity,Bridgewater Associates LP,0.0007
DVN UN Equity,Woodson Capital Management LP,0.0169
DVN UN Equity,AQR Capital Management LLC,0.0002
DVN UN Equity,Cobalt Capital Management Inc,0.0368
DVN UN Equity,Frontier Capital Management Co LLC,0.0008
DVN UN Equity,GYL Financial Synergies LLC,0.0060
DVN UN Equity,Gotham Asset Management LLC,0.0013
DVN UN Equity,Ergoteles LLC,0.0028
DVN UN Equity,Aptus Capital LLC,0.0000
DXCM UW Equity,Millennium Management LLC/NY,0.0026
DXCM UW Equity,MARSHALL WACE,0.0000
DXCM UW Equity,Holocene Advisors LP,0.0090
DXCM UW Equity,Arrowstreet Capital LP,0.0015
DXCM UW Equity,Alyeska Investment Group LP,0.0088
DXCM UW Equity,Frontier Capital Management Co LLC,0.0087
DXCM UW Equity,Two Sigma Investments LP,0.0000
DXCM UW Equity,Squarepoint Ops LLC,0.0039
DXCM UW Equity,Adage Capital Management LP,0.0000
DXCM UW Equity,Bridgewater Associates LP,0.0033
DXCM UW Equity,PFM Health Sciences LP,0.0195
DXCM UW Equity,Redmile Group LLC,0.0143
DXCM UW Equity,DE Shaw & Co LP,0.0000
DXCM UW Equity,Citadel Advisors LLC,0.0004
DXCM UW Equity,Woodline Partners LP,0.0031
DXCM UW Equity,Renaissance Technologies LLC,0.0003
DXCM UW Equity,Cubist Systematic Strategies LLC,0.0024
DXCM UW Equity,Corient Private Wealth LLC,0.0005
DXCM UW Equity,Iron Triangle Partners LP,0.0264
DXCM UW Equity,NZS Capital LLC,0.0081
EA UW Equity,Arrowstreet Capital LP,0.0033
EA UW Equity,Two Sigma Investments LP,0.0000
EA UW Equity,DE Shaw & Co LP,0.0000
EA UW Equity,AQR Capital Management LLC,0.0024
EA UW Equity,Renaissance Technologies LLC,0.0012
EA UW Equity,Millennium Management LLC/NY,0.0007
EA UW Equity,Alyeska Investment Group LP,0.0047
EA UW Equity,LMR Partners LLP,0.0070
EA UW Equity,Nicola Wealth Management Ltd,0.0225
EA UW Equity,Summit Global Investments LLC,0.0111
EA UW Equity,Capital Fund Management SA,0.0027
EA UW Equity,Twin Tree Management LP,0.0034
EA UW Equity,Cubist Systematic Strategies LLC,0.0018
EA UW Equity,MARSHALL WACE,0.0000
EA UW Equity,Adage Capital Management LP,0.0000
EA UW Equity,Squarepoint Ops LLC,0.0006
EA UW Equity,Distillate Capital Partners LLC,0.0000
EA UW Equity,Quantitative Investment Management,0.0092
EA UW Equity,Corient Private Wealth LLC,0.0002
EA UW Equity,Point72 Asset Management LP,0.0000
EBAY UW Equity,Lindsell Train Ltd,0.0544
EBAY UW Equity,Arrowstreet Capital LP,0.0023
EBAY UW Equity,DE Shaw & Co LP,0.0000
EBAY UW Equity,Renaissance Technologies LLC,0.0010
EBAY UW Equity,Millennium Management LLC/NY,0.0007
EBAY UW Equity,TwinBeech Capital LP,0.0092
EBAY UW Equity,Invenomic Capital Management LP,0.0224
EBAY UW Equity,Capital Fund Management SA,0.0055
EBAY UW Equity,Fairview Capital Investment Manage,0.0220
EBAY UW Equity,Nitorum Capital LP,0.0294
EBAY UW Equity,Schonfeld Strategic Advisors LLC,0.0024
EBAY UW Equity,Citadel Advisors LLC,0.0003
EBAY UW Equity,Adage Capital Management LP,0.0000
EBAY UW Equity,Kinney Asset Management LLC,0.1058
EBAY UW Equity,AQR Capital Management LLC,0.0003
EBAY UW Equity,Corient Private Wealth LLC,0.0003
EBAY UW Equity,Twin Tree Management LP,0.0015
EBAY UW Equity,Prospector Partners LLC,0.0094
EBAY UW Equity,Two Sigma Investments LP,0.0000
EBAY UW Equity,Bridgewater Associates LP,0.0004
ECL UN Equity,Cantillon Capital Management LLC,0.0237
ECL UN Equity,Two Sigma Investments LP,0.0000
ECL UN Equity,Corient Private Wealth LLC,0.0032
ECL UN Equity,Williams Jones Wealth Management L,0.0202
ECL UN Equity,Junto Capital Management LP,0.0155
ECL UN Equity,Oribel Capital Management LP,0.0500
ECL UN Equity,Balyasny Asset Management LP,0.0015
ECL UN Equity,Point72 Asset Management LP,0.0000
ECL UN Equity,MARSHALL WACE,0.0000
ECL UN Equity,Adage Capital Management LP,0.0000
ECL UN Equity,Renaissance Technologies LLC,0.0006
ECL UN Equity,Bornite Capital Management LP,0.0450
ECL UN Equity,Governors Lane LP,0.0496
ECL UN Equity,Schonfeld Strategic Advisors LLC,0.0014
ECL UN Equity,Capital Fund Management SA,0.0023
ECL UN Equity,Cubist Systematic Strategies LLC,0.0015
ECL UN Equity,Millennium Management LLC/NY,0.0001
ECL UN Equity,Boothbay Fund Management LLC,0.0044
ECL UN Equity,Alyeska Investment Group LP,0.0008
ECL UN Equity,Rothschild Capital Partners LLC,0.0370
ED UN Equity,AQR Capital Management LLC,0.0022
ED UN Equity,Renaissance Technologies LLC,0.0010
ED UN Equity,DE Shaw & Co LP,0.0000
ED UN Equity,MARSHALL WACE,0.0000
ED UN Equity,Millennium Management LLC/NY,0.0003
ED UN Equity,Arrowstreet Capital LP,0.0003
ED UN Equity,Verition Fund Management LLC,0.0029
ED UN Equity,Two Sigma Investments LP,0.0000
ED UN Equity,Corient Private Wealth LLC,0.0003
ED UN Equity,Citadel Advisors LLC,0.0002
ED UN Equity,Squarepoint Ops LLC,0.0006
ED UN Equity,Cubist Systematic Strategies LLC,0.0011
ED UN Equity,Gotham Asset Management LLC,0.0013
ED UN Equity,Element Capital Management LLC,0.0028
ED UN Equity,Zimmer Partners LP,0.0009
ED UN Equity,Greenland Capital Management LP,0.0058
ED UN Equity,TWIN Capital Management Inc,0.0041
ED UN Equity,Yaupon Capital Management LP,0.0037
ED UN Equity,Bridgewater Associates LP,0.0002
ED UN Equity,Sherbrooke Park Advisers LLC,0.0127
EFX UN Equity,Cantillon Capital Management LLC,0.0340
EFX UN Equity,Farallon Capital Management LLC,0.0174
EFX UN Equity,MARSHALL WACE,0.0000
EFX UN Equity,Kensico Capital Management Corp,0.0337
EFX UN Equity,GFI Investment Counsel Ltd,0.1034
EFX UN Equity,Frontier Capital Management Co LLC,0.0065
EFX UN Equity,Palestra Capital Management LLC,0.0325
EFX UN Equity,Verition Fund Management LLC,0.0029
EFX UN Equity,Greenhouse Funds LLLP,0.0116
EFX UN Equity,Adage Capital Management LP,0.0000
EFX UN Equity,Schonfeld Strategic Advisors LLC,0.0009
EFX UN Equity,Squarepoint Ops LLC,0.0003
EFX UN Equity,Corient Private Wealth LLC,0.0001
EFX UN Equity,Peak6 Group LLC,0.0030
EFX UN Equity,NewEdge Wealth LLC,0.0011
EFX UN Equity,Millennium Management LLC/NY,0.0000
EFX UN Equity,Lindsell Train Ltd,0.0004
EFX UN Equity,Bayesian Capital Management LP,0.0020
EFX UN Equity,DE Shaw & Co LP,0.0000
EFX UN Equity,Kovitz Investment Group Partners L,0.0002
EG UN Equity,Viking Global Investors LP,0.0145
EG UN Equity,Bain Capital Public Equity Managem,0.0908
EG UN Equity,AQR Capital Management LLC,0.0029
EG UN Equity,Adage Capital Management LP,0.0000
EG UN Equity,Egerton Capital UK LLP,0.0102
EG UN Equity,Zimmer Partners LP,0.0179
EG UN Equity,Two Sigma Investments LP,0.0000
EG UN Equity,Point72 Asset Management LP,0.0000
EG UN Equity,Citadel Advisors LLC,0.0005
EG UN Equity,Junto Capital Management LP,0.0115
EG UN Equity,MARSHALL WACE,0.0000
EG UN Equity,Echo Street Capital Management LLC,0.0034
EG UN Equity,Balyasny Asset Management LP,0.0010
EG UN Equity,Schonfeld Strategic Advisors LLC,0.0028
EG UN Equity,Zweig-Dimenna Associates LLC,0.0437
EG UN Equity,Moore Capital Management LP,0.0061
EG UN Equity,TwinBeech Capital LP,0.0045
EG UN Equity,Tudor Investment Corp,0.0030
EG UN Equity,Ghisallo Capital Management LLC,0.0203
EG UN Equity,Capital Fund Management SA,0.0025
EIX UN Equity,Electron Capital Partners LLC,0.0640
EIX UN Equity,Douglas Lane & Associates LLC,0.0060
EIX UN Equity,Millennium Management LLC/NY,0.0003
EIX UN Equity,Adage Capital Management LP,0.0000
EIX UN Equity,Capital Fund Management SA,0.0022
EIX UN Equity,Verition Fund Management LLC,0.0017
EIX UN Equity,VeriStar Capital Management LP,0.0766
EIX UN Equity,Lighthouse Investment Partners LLC,0.0058
EIX UN Equity,Azimut Holding SpA,0.0000
EIX UN Equity,American Assets Investment Managem,0.0076
EIX UN Equity,Contravisory Investment Management,0.0175
EIX UN Equity,Zimmer Partners LP,0.0014
EIX UN Equity,Tudor Investment Corp,0.0010
EIX UN Equity,Corient Private Wealth LLC,0.0001
EIX UN Equity,Element Capital Management LLC,0.0023
EIX UN Equity,Hudson Bay Capital Management LP,0.0003
EIX UN Equity,Redwood Investment Management LLC,0.0019
EIX UN Equity,Lyxor Asset Management SASU,0.0000
EIX UN Equity,Ellevate Financial Inc,0.0012
EIX UN Equity,Boothbay Fund Management LLC,0.0005
EL UN Equity,Citadel Advisors LLC,0.0016
EL UN Equity,Bridgewater Associates LP,0.0062
EL UN Equity,Williams Jones Wealth Management L,0.0115
EL UN Equity,Corient Private Wealth LLC,0.0012
EL UN Equity,Millennium Management LLC/NY,0.0004
EL UN Equity,Adage Capital Management LP,0.0000
EL UN Equity,DE Shaw & Co LP,0.0000
EL UN Equity,Azimut Holding SpA,0.0000
EL UN Equity,Twin Tree Management LP,0.0048
EL UN Equity,Nekton Capital Ltd,0.0210
EL UN Equity,Douglas Lane & Associates LLC,0.0015
EL UN Equity,Landscape Capital Management LLC,0.0153
EL UN Equity,Capital Fund Management SA,0.0016
EL UN Equity,Schonfeld Strategic Advisors LLC,0.0007
EL UN Equity,Squarepoint Ops LLC,0.0004
EL UN Equity,Azimuth Capital Investment Managem,0.0034
EL UN Equity,Element Capital Management LLC,0.0043
EL UN Equity,Tenere Capital LLC,0.0311
EL UN Equity,Alley Investment Management Co LLC,0.0085
EL UN Equity,AQR Capital Management LLC,0.0001
ELV UN Equity,Viking Global Investors LP,0.0256
ELV UN Equity,Two Sigma Investments LP,0.0000
ELV UN Equity,Arrowstreet Capital LP,0.0046
ELV UN Equity,D1 Capital Partners LP,0.0589
ELV UN Equity,MARSHALL WACE,0.0000
ELV UN Equity,Farallon Capital Management LLC,0.0138
ELV UN Equity,Renaissance Technologies LLC,0.0022
ELV UN Equity,Citadel Advisors LLC,0.0016
ELV UN Equity,DE Shaw & Co LP,0.0000
ELV UN Equity,Steadfast Capital Management LP,0.0299
ELV UN Equity,AQR Capital Management LLC,0.0023
ELV UN Equity,Locust Wood Capital Advisers LLC,0.0538
ELV UN Equity,Millennium Management LLC/NY,0.0011
ELV UN Equity,Adage Capital Management LP,0.0000
ELV UN Equity,Holocene Advisors LP,0.0040
ELV UN Equity,Squarepoint Ops LLC,0.0049
ELV UN Equity,Eminence Capital LP,0.0129
ELV UN Equity,Cubist Systematic Strategies LLC,0.0078
ELV UN Equity,TwinBeech Capital LP,0.0125
ELV UN Equity,140 Summer Partners LP,0.1375
EMN UN Equity,Millennium Management LLC/NY,0.0023
EMN UN Equity,Balyasny Asset Management LP,0.0020
EMN UN Equity,Two Sigma Investments LP,0.0000
EMN UN Equity,AQR Capital Management LLC,0.0008
EMN UN Equity,Atlantic Investment Management Inc,0.1641
EMN UN Equity,DE Shaw & Co LP,0.0000
EMN UN Equity,Cubist Systematic Strategies LLC,0.0017
EMN UN Equity,Invenomic Capital Management LP,0.0073
EMN UN Equity,Renaissance Technologies LLC,0.0002
EMN UN Equity,SIR Capital Management LP,0.0124
EMN UN Equity,Tudor Investment Corp,0.0018
EMN UN Equity,Adage Capital Management LP,0.0000
EMN UN Equity,Citadel Advisors LLC,0.0001
EMN UN Equity,Holocene Advisors LP,0.0003
EMN UN Equity,Corient Private Wealth LLC,0.0001
EMN UN Equity,Weiss Multi-Strategy Advisers LLC,0.0006
EMN UN Equity,Gotham Asset Management LLC,0.0006
EMN UN Equity,Teza Capital Management LLC,0.0025
EMN UN Equity,Cipher Capital LP,0.0042
EMN UN Equity,Schonfeld Strategic Advisors LLC,0.0002
EMR UN Equity,Two Sigma Investments LP,0.0000
EMR UN Equity,Citadel Advisors LLC,0.0028
EMR UN Equity,DE Shaw & Co LP,0.0000
EMR UN Equity,Viking Global Investors LP,0.0070
EMR UN Equity,Millennium Management LLC/NY,0.0013
EMR UN Equity,TOMS Capital Investment Management,0.0784
EMR UN Equity,Point72 Asset Management LP,0.0000
EMR UN Equity,Corient Private Wealth LLC,0.0018
EMR UN Equity,Adage Capital Management LP,0.0000
EMR UN Equity,Nekton Capital Ltd,0.0861
EMR UN Equity,Holocene Advisors LP,0.0022
EMR UN Equity,Balyasny Asset Management LP,0.0014
EMR UN Equity,Arrowstreet Capital LP,0.0006
EMR UN Equity,ExodusPoint Capital Management LP,0.0044
EMR UN Equity,Schonfeld Strategic Advisors LLC,0.0026
EMR UN Equity,Berkshire Asset Management LLC,0.0168
EMR UN Equity,Tocqueville Asset Management LP,0.0030
EMR UN Equity,TwinBeech Capital LP,0.0032
EMR UN Equity,Verition Fund Management LLC,0.0024
EMR UN Equity,Cubist Systematic Strategies LLC,0.0014
ENPH UQ Equity,Coatue Management LLC,0.0050
ENPH UQ Equity,Alyeska Investment Group LP,0.0047
ENPH UQ Equity,Millennium Management LLC/NY,0.0005
ENPH UQ Equity,DE Shaw & Co LP,0.0000
ENPH UQ Equity,Renaissance Technologies LLC,0.0006
ENPH UQ Equity,Squarepoint Ops LLC,0.0025
ENPH UQ Equity,Capital Fund Management SA,0.0046
ENPH UQ Equity,Citadel Advisors LLC,0.0003
ENPH UQ Equity,MARSHALL WACE,0.0000
ENPH UQ Equity,Adage Capital Management LP,0.0000
ENPH UQ Equity,Atika Capital Management LLC,0.0254
ENPH UQ Equity,Two Sigma Investments LP,0.0000
ENPH UQ Equity,AQR Capital Management LLC,0.0004
ENPH UQ Equity,Corient Private Wealth LLC,0.0004
ENPH UQ Equity,Azimuth Capital Investment Managem,0.0055
ENPH UQ Equity,Bridgewater Associates LP,0.0007
ENPH UQ Equity,LMCG Investments LLC,0.0045
ENPH UQ Equity,Verition Fund Management LLC,0.0011
ENPH UQ Equity,Lingotto Investment Management LLP,0.0043
ENPH UQ Equity,Domini Impact Investments LLC,0.0000
EOG UN Equity,DE Shaw & Co LP,0.0000
EOG UN Equity,Citadel Advisors LLC,0.0008
EOG UN Equity,AQR Capital Management LLC,0.0014
EOG UN Equity,Douglas Lane & Associates LLC,0.0114
EOG UN Equity,Renaissance Technologies LLC,0.0009
EOG UN Equity,Millennium Management LLC/NY,0.0005
EOG UN Equity,Corient Private Wealth LLC,0.0008
EOG UN Equity,Squarepoint Ops LLC,0.0019
EOG UN Equity,Adage Capital Management LP,0.0000
EOG UN Equity,Bridgewater Associates LP,0.0017
EOG UN Equity,Cubist Systematic Strategies LLC,0.0030
EOG UN Equity,Northside Capital Management LLC,0.0658
EOG UN Equity,TwinBeech Capital LP,0.0043
EOG UN Equity,Kovitz Investment Group Partners L,0.0027
EOG UN Equity,Berkshire Asset Management LLC,0.0096
EOG UN Equity,Gotham Asset Management LLC,0.0033
EOG UN Equity,Point72 Asset Management LP,0.0000
EOG UN Equity,Nixon Capital LLC,0.0576
EOG UN Equity,NewEdge Wealth LLC,0.0037
EOG UN Equity,Armor Advisors LLC,0.1130
EPAM UN Equity,Lone Pine Capital LLC,0.0199
EPAM UN Equity,Alyeska Investment Group LP,0.0147
EPAM UN Equity,Viking Global Investors LP,0.0070
EPAM UN Equity,Renaissance Technologies LLC,0.0010
EPAM UN Equity,Balyasny Asset Management LP,0.0015
EPAM UN Equity,Southpoint Capital Advisors LP,0.0098
EPAM UN Equity,Frontier Capital Management Co LLC,0.0043
EPAM UN Equity,Wolf Hill Capital Management LP,0.0282
EPAM UN Equity,Millennium Management LLC/NY,0.0003
EPAM UN Equity,Squarepoint Ops LLC,0.0010
EPAM UN Equity,TOBAM SAS,0.0116
EPAM UN Equity,DE Shaw & Co LP,0.0000
EPAM UN Equity,Adage Capital Management LP,0.0000
EPAM UN Equity,Numerai GP LLC,0.0180
EPAM UN Equity,Distillate Capital Partners LLC,0.0000
EPAM UN Equity,Sora Investors LLC,0.0326
EPAM UN Equity,Saba Capital Management LP,0.0022
EPAM UN Equity,Tudor Investment Corp,0.0010
EPAM UN Equity,Holocene Advisors LP,0.0002
EPAM UN Equity,Citadel Advisors LLC,0.0001
EQIX UW Equity,Coatue Management LLC,0.0188
EQIX UW Equity,Alkeon Capital Management LLC,0.0150
EQIX UW Equity,AEW Capital Management LP,0.0932
EQIX UW Equity,Echo Street Capital Management LLC,0.0207
EQIX UW Equity,Adage Capital Management LP,0.0000
EQIX UW Equity,Douglas Lane & Associates LLC,0.0122
EQIX UW Equity,Waterfront Capital Partners LLC,0.0516
EQIX UW Equity,ExodusPoint Capital Management LP,0.0068
EQIX UW Equity,Millennium Management LLC/NY,0.0005
EQIX UW Equity,Point72 Asset Management LP,0.0000
EQIX UW Equity,Archon Partners LLC,0.0348
EQIX UW Equity,Polar Asset Management Partners In,0.0045
EQIX UW Equity,AQR Capital Management LLC,0.0004
EQIX UW Equity,Alyeska Investment Group LP,0.0012
EQIX UW Equity,Cinctive Capital Management LP,0.0056
EQIX UW Equity,Sandler Capital Management,0.0163
EQIX UW Equity,Zimmer Partners LP,0.0022
EQIX UW Equity,Cavalry Management Group LLC,0.0412
EQIX UW Equity,DE Shaw & Co LP,0.0000
EQIX UW Equity,Lighthouse Investment Partners LLC,0.0063
EQR UN Equity,D1 Capital Partners LP,0.0369
EQR UN Equity,Echo Street Capital Management LLC,0.0078
EQR UN Equity,Waterfront Capital Partners LLC,0.0632
EQR UN Equity,Millennium Management LLC/NY,0.0007
EQR UN Equity,Weiss Multi-Strategy Advisers LLC,0.0122
EQR UN Equity,Adage Capital Management LP,0.0000
EQR UN Equity,Renaissance Technologies LLC,0.0006
EQR UN Equity,Point72 Asset Management LP,0.0000
EQR UN Equity,Balyasny Asset Management LP,0.0009
EQR UN Equity,AEW Capital Management LP,0.0113
EQR UN Equity,ExodusPoint Capital Management LP,0.0026
EQR UN Equity,Lighthouse Investment Partners LLC,0.0149
EQR UN Equity,Schonfeld Strategic Advisors LLC,0.0014
EQR UN Equity,Governors Lane LP,0.0295
EQR UN Equity,Citadel Advisors LLC,0.0001
EQR UN Equity,Verition Fund Management LLC,0.0016
EQR UN Equity,AQR Capital Management LLC,0.0002
EQR UN Equity,Corient Private Wealth LLC,0.0002
EQR UN Equity,American Assets Investment Managem,0.0073
EQR UN Equity,Alyeska Investment Group LP,0.0004
EQT UN Equity,Soroban Capital Partners LP,0.0314
EQT UN Equity,Key Group Holdings Cayman Ltd,0.0682
EQT UN Equity,Appaloosa LP,0.0157
EQT UN Equity,Adage Capital Management LP,0.0000
EQT UN Equity,Rokos Capital Management LLP,0.0138
EQT UN Equity,Renaissance Technologies LLC,0.0010
EQT UN Equity,Merewether Investment Management L,0.0478
EQT UN Equity,Citadel Advisors LLC,0.0007
EQT UN Equity,Woodline Partners LP,0.0067
EQT UN Equity,Palo Duro Investment Partners LP,0.1547
EQT UN Equity,Waratah Capital Advisors Ltd,0.0215
EQT UN Equity,SIR Capital Management LP,0.0421
EQT UN Equity,Owl Creek Asset Management LP,0.0265
EQT UN Equity,MARSHALL WACE,0.0000
EQT UN Equity,DE Shaw & Co LP,0.0000
EQT UN Equity,HITE Hedge Asset Management LLC,0.0307
EQT UN Equity,Holocene Advisors LP,0.0011
EQT UN Equity,Point72 Asset Management LP,0.0000
EQT UN Equity,Alyeska Investment Group LP,0.0018
EQT UN Equity,Deltec Asset Management LLC,0.0444
ES UN Equity,Millennium Management LLC/NY,0.0009
ES UN Equity,AQR Capital Management LLC,0.0011
ES UN Equity,Two Sigma Investments LP,0.0000
ES UN Equity,Scoggin Management LP,0.2388
ES UN Equity,Renaissance Technologies LLC,0.0002
ES UN Equity,Adage Capital Management LP,0.0000
ES UN Equity,Zimmer Partners LP,0.0027
ES UN Equity,Holocene Advisors LP,0.0004
ES UN Equity,MARSHALL WACE,0.0000
ES UN Equity,Corient Private Wealth LLC,0.0001
ES UN Equity,Squarepoint Ops LLC,0.0003
ES UN Equity,Verition Fund Management LLC,0.0007
ES UN Equity,Ergoteles LLC,0.0021
ES UN Equity,Balyasny Asset Management LP,0.0001
ES UN Equity,Cipher Capital LP,0.0069
ES UN Equity,Point72 Asset Management LP,0.0000
ES UN Equity,ExodusPoint Capital Management LP,0.0004
ES UN Equity,DE Shaw & Co LP,0.0000
ES UN Equity,Element Capital Management LLC,0.0022
ES UN Equity,Tudor Investment Corp,0.0005
ESS UN Equity,Rush Island Management LP,0.1298
ESS UN Equity,AEW Capital Management LP,0.0316
ESS UN Equity,Waterfront Capital Partners LLC,0.0430
ESS UN Equity,GEM Realty Capital Inc,0.0434
ESS UN Equity,American Assets Investment Managem,0.0154
ESS UN Equity,Capital Fund Management SA,0.0020
ESS UN Equity,Citadel Advisors LLC,0.0001
ESS UN Equity,AQR Capital Management LLC,0.0001
ESS UN Equity,Gotham Asset Management LLC,0.0013
ESS UN Equity,Holocene Advisors LP,0.0001
ESS UN Equity,Millennium Management LLC/NY,0.0000
ESS UN Equity,Two Sigma Investments LP,0.0000
ESS UN Equity,Oak Thistle LLC,0.0091
ESS UN Equity,Camelot Portfolios LLC,0.0107
ESS UN Equity,ExodusPoint Capital Management LP,0.0002
ESS UN Equity,LMCG Investments LLC,0.0007
ESS UN Equity,DE Shaw & Co LP,0.0000
ESS UN Equity,Osterweis Capital Management Inc,0.0006
ESS UN Equity,Squarepoint Ops LLC,0.0000
ESS UN Equity,IEQ Capital LLC,0.0001
ETN UN Equity,Coatue Management LLC,0.0175
ETN UN Equity,Clean Energy Transition LLP,0.1766
ETN UN Equity,Adage Capital Management LP,0.0000
ETN UN Equity,Millennium Management LLC/NY,0.0009
ETN UN Equity,Lansdowne Partners UK LLP,0.0746
ETN UN Equity,Point72 Asset Management LP,0.0000
ETN UN Equity,Williams Jones Wealth Management L,0.0070
ETN UN Equity,Citadel Advisors LLC,0.0004
ETN UN Equity,Scopus Asset Management LP,0.0134
ETN UN Equity,Corient Private Wealth LLC,0.0008
ETN UN Equity,AQR Capital Management LLC,0.0006
ETN UN Equity,ExodusPoint Capital Management LP,0.0031
ETN UN Equity,Bornite Capital Management LP,0.0504
ETN UN Equity,Two Sigma Investments LP,0.0000
ETN UN Equity,Fiduciary Trust International LLC,0.0129
ETN UN Equity,Sandler Capital Management,0.0235
ETN UN Equity,Squarepoint Ops LLC,0.0010
ETN UN Equity,Arrowstreet Capital LP,0.0002
ETN UN Equity,Waratah Capital Advisors Ltd,0.0079
ETN UN Equity,Prospector Partners LLC,0.0205
ETR UN Equity,Millennium Management LLC/NY,0.0014
ETR UN Equity,Zimmer Partners LP,0.0282
ETR UN Equity,Citadel Advisors LLC,0.0014
ETR UN Equity,Point72 Asset Management LP,0.0000
ETR UN Equity,Two Sigma Investments LP,0.0000
ETR UN Equity,DE Shaw & Co LP,0.0000
ETR UN Equity,HITE Hedge Asset Management LLC,0.0482
ETR UN Equity,AQR Capital Management LLC,0.0009
ETR UN Equity,Adage Capital Management LP,0.0000
ETR UN Equity,Cubist Systematic Strategies LLC,0.0040
ETR UN Equity,TwinBeech Capital LP,0.0063
ETR UN Equity,Verition Fund Management LLC,0.0046
ETR UN Equity,Schonfeld Strategic Advisors LLC,0.0023
ETR UN Equity,Squarepoint Ops LLC,0.0012
ETR UN Equity,LMR Partners LLP,0.0038
ETR UN Equity,ExodusPoint Capital Management LP,0.0014
ETR UN Equity,Teza Capital Management LLC,0.0101
ETR UN Equity,MARSHALL WACE,0.0000
ETR UN Equity,Tudor Investment Corp,0.0016
ETR UN Equity,Renaissance Technologies LLC,0.0001
ETSY UW Equity,Two Sigma Investments LP,0.0000
ETSY UW Equity,Renaissance Technologies LLC,0.0018
ETSY UW Equity,Point72 Asset Management LP,0.0000
ETSY UW Equity,Goodnow Investment Group LLC,0.0720
ETSY UW Equity,Millennium Management LLC/NY,0.0004
ETSY UW Equity,Arrowstreet Capital LP,0.0004
ETSY UW Equity,Squarepoint Ops LLC,0.0015
ETSY UW Equity,Schonfeld Strategic Advisors LLC,0.0018
ETSY UW Equity,TwinBeech Capital LP,0.0039
ETSY UW Equity,Cubist Systematic Strategies LLC,0.0019
ETSY UW Equity,Citadel Advisors LLC,0.0001
ETSY UW Equity,Distillate Capital Partners LLC,0.0000
ETSY UW Equity,PAR Capital Management Inc,0.0041
ETSY UW Equity,Adage Capital Management LP,0.0000
ETSY UW Equity,Alyeska Investment Group LP,0.0007
ETSY UW Equity,AQR Capital Management LLC,0.0002
ETSY UW Equity,Numerai GP LLC,0.0118
ETSY UW Equity,Bridgewater Associates LP,0.0003
ETSY UW Equity,DE Shaw & Co LP,0.0000
ETSY UW Equity,Gotham Asset Management LLC,0.0010
EVRG UW Equity,Zimmer Partners LP,0.0222
EVRG UW Equity,Balyasny Asset Management LP,0.0019
EVRG UW Equity,AQR Capital Management LLC,0.0008
EVRG UW Equity,Adage Capital Management LP,0.0000
EVRG UW Equity,Millennium Management LLC/NY,0.0003
EVRG UW Equity,Point72 Asset Management LP,0.0000
EVRG UW Equity,Two Sigma Investments LP,0.0000
EVRG UW Equity,LMR Partners LLP,0.0035
EVRG UW Equity,Yaupon Capital Management LP,0.0183
EVRG UW Equity,Citadel Advisors LLC,0.0001
EVRG UW Equity,Greenland Capital Management LP,0.0131
EVRG UW Equity,Ecofin Advisors Ltd,0.0000
EVRG UW Equity,ExodusPoint Capital Management LP,0.0007
EVRG UW Equity,Renaissance Technologies LLC,0.0001
EVRG UW Equity,Cipher Capital LP,0.0083
EVRG UW Equity,Squarepoint Ops LLC,0.0003
EVRG UW Equity,Sagefield Capital LP,0.0096
EVRG UW Equity,Cubist Systematic Strategies LLC,0.0005
EVRG UW Equity,Occudo Quantitative Strategies LP,0.0038
EVRG UW Equity,Edgestream Partners LP,0.0030
EW UN Equity,MARSHALL WACE,0.0000
EW UN Equity,Two Sigma Investments LP,0.0000
EW UN Equity,Holocene Advisors LP,0.0104
EW UN Equity,Arrowstreet Capital LP,0.0024
EW UN Equity,Millennium Management LLC/NY,0.0015
EW UN Equity,Bridgewater Associates LP,0.0046
EW UN Equity,PFM Health Sciences LP,0.0268
EW UN Equity,Woodline Partners LP,0.0065
EW UN Equity,DE Shaw & Co LP,0.0000
EW UN Equity,AQR Capital Management LLC,0.0010
EW UN Equity,Adage Capital Management LP,0.0000
EW UN Equity,Capital Fund Management SA,0.0060
EW UN Equity,Balyasny Asset Management LP,0.0011
EW UN Equity,Frontier Capital Management Co LLC,0.0034
EW UN Equity,Azimut Holding SpA,0.0000
EW UN Equity,Corient Private Wealth LLC,0.0003
EW UN Equity,Weiss Multi-Strategy Advisers LLC,0.0027
EW UN Equity,Tudor Investment Corp,0.0020
EW UN Equity,Jasper Ridge Partners LP,0.0050
EW UN Equity,Azimuth Capital Investment Managem,0.0042
EXC UW Equity,Millennium Management LLC/NY,0.0018
EXC UW Equity,Adage Capital Management LP,0.0000
EXC UW Equity,ExodusPoint Capital Management LP,0.0105
EXC UW Equity,Point72 Asset Management LP,0.0000
EXC UW Equity,Balyasny Asset Management LP,0.0015
EXC UW Equity,Nekton Capital Ltd,0.0646
EXC UW Equity,Schonfeld Strategic Advisors LLC,0.0031
EXC UW Equity,HITE Hedge Asset Management LLC,0.0406
EXC UW Equity,Two Sigma Investments LP,0.0000
EXC UW Equity,LMR Partners LLP,0.0070
EXC UW Equity,Verition Fund Management LLC,0.0047
EXC UW Equity,Lighthouse Investment Partners LLC,0.0126
EXC UW Equity,Citadel Advisors LLC,0.0001
EXC UW Equity,Corient Private Wealth LLC,0.0002
